Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,number,Income,Revenue,
716237508,Blue,410,0,67,28/05/2023,Week-22,Q2,2023,5254,2507,4501,64,0.477,Swipe ,Entertainment,495.11,0,4248,65541,5406.11,
716238483,Blue,480,1,93,28/05/2023,Week-22,Q2,2023,12918,2352,9138,76,0.182,Chip ,Grocery,2467.26,0,4249,118016,12085.26,
716239383,Blue,125,1,69,28/05/2023,Week-22,Q2,2023,2225,0,4138,85,0,Online ,Fuel,620.7,0,4250,51451,4883.7,
716244033,Blue,320,1,117,28/05/2023,Week-22,Q2,2023,7266,906,1741,27,0.125,Online ,Bills,261.15,0,4251,14975,2322.15,
716244933,Blue,100,1,98,28/05/2023,Week-22,Q2,2023,4806,0,4674,87,0,Online ,Bills,280.44,0,4252,73708,5054.44,
716245833,Blue,375,0,70,28/05/2023,Week-22,Q2,2023,2856,2517,4473,67,0.881,Swipe ,Fuel,805.14,0,4253,64275,5653.14,
716246733,Blue,470,0,80,28/05/2023,Week-22,Q2,2023,1857,1528,4681,71,0.823,Online ,Bills,280.86,0,4254,73975,5431.86,
716247708,Gold,375,0,79,28/05/2023,Week-22,Q2,2023,34516,1848,14149,103,0.054,Swipe ,Grocery,1980.86,0,4255,152967,16504.86,
716249508,Blue,175,0,111,28/05/2023,Week-22,Q2,2023,1610,0,4243,85,0,Swipe ,Grocery,1018.32,0,4256,54950,5436.32,
716251608,Blue,175,1,73,28/05/2023,Week-22,Q2,2023,2051,0,4355,87,0,Online ,Entertainment,740.35,0,4257,59004,5270.35,
716253858,Blue,250,1,79,28/05/2023,Week-22,Q2,2023,16730,1956,1740,43,0.117,Swipe ,Bills,469.8,0,4258,14975,2459.8,
716256483,Blue,325,1,108,28/05/2023,Week-22,Q2,2023,2611,1824,4232,80,0.699,Swipe ,Fuel,761.76,0,4259,54513,5318.76,
716258358,Blue,400,1,113,28/05/2023,Week-22,Q2,2023,23058,1534,7009,82,0.067,Swipe ,Entertainment,420.54,0,4260,101519,7829.54,
716260833,Blue,220,1,106,28/05/2023,Week-22,Q2,2023,4668,2517,8331,63,0.539,Swipe ,Bills,2332.68,0,4261,113446,10883.68,
716262708,Blue,445,0,112,28/05/2023,Week-22,Q2,2023,1438.3,718,4447,71,0.499,Swipe ,Grocery,889.4,0,4262,62985,5781.4,
716263533,Blue,200,0,74,28/05/2023,Week-22,Q2,2023,2509,1464,3166,72,0.583,Swipe ,Entertainment,823.16,0,4263,35281,4189.16,
716264358,Blue,250,0,79,28/05/2023,Week-22,Q2,2023,26792,1836,2398,47,0.069,Swipe ,Travel,647.46,0,4264,26675,3295.46,
716269308,Blue,200,1,120,28/05/2023,Week-22,Q2,2023,2836,1362,4192,90,0.48,Chip ,Entertainment,838.4,0,4265,53111,5230.4,
716271183,Blue,365,0,98,28/05/2023,Week-22,Q2,2023,8924,0,1720,42,0,Swipe ,Entertainment,189.2,0,4266,14975,2274.2,
716272158,Blue,435,0,91,28/05/2023,Week-22,Q2,2023,4312,2517,2693,56,0.584,Chip ,Food,646.32,0,4267,31576,3774.32,
716273133,Blue,125,0,74,28/05/2023,Week-22,Q2,2023,1593,0,4853,78,0,Swipe ,Grocery,630.89,0,4268,81336,5608.89,
716277558,Blue,125,1,115,28/05/2023,Week-22,Q2,2023,3281,1961,1779,47,0.598,Swipe ,Bills,462.54,0,4269,15641,2366.54,
716279508,Blue,425,0,85,28/05/2023,Week-22,Q2,2023,3430,2517,2639,46,0.734,Swipe ,Entertainment,765.31,0,4270,31069,3829.31,
716282208,Blue,410,1,129,28/05/2023,Week-22,Q2,2023,1638,0,1702,36,0,Chip ,Grocery,170.2,0,4271,14975,2282.2,
716283108,Blue,275,0,76,28/05/2023,Week-22,Q2,2023,6769,1133,7986,88,0.167,Swipe ,Bills,1836.78,0,4272,109616,10097.78,
716284308,Blue,110,1,120,28/05/2023,Week-22,Q2,2023,6099,2175,1319,34,0.357,Swipe ,Entertainment,342.94,0,4273,11805,1771.94,
716285358,Blue,485,0,111,28/05/2023,Week-22,Q2,2023,1835,1017,2801,79,0.554,Swipe ,Entertainment,196.07,0,4274,32586,3482.07,
716288208,Blue,300,1,129,28/05/2023,Week-22,Q2,2023,15618,0,7549,77,0,Swipe ,Entertainment,1736.27,0,4275,104732,9585.27,
716288958,Blue,250,0,69,28/05/2023,Week-22,Q2,2023,7840,0,4062,71,0,Chip ,Food,406.2,0,4276,49104,4718.2,
716290233,Blue,250,1,66,28/05/2023,Week-22,Q2,2023,4343,0,1352,35,0,Swipe ,Entertainment,229.84,0,4277,12226,1831.84,
716292033,Blue,150,1,115,28/05/2023,Week-22,Q2,2023,1438.3,0,4815,84,0,Chip ,Bills,385.2,0,4278,79536,5350.2,
716296833,Blue,465,1,134,28/05/2023,Week-22,Q2,2023,7204,0,14042,113,0,Swipe ,Food,3650.92,0,4279,150384,18157.92,
716297658,Blue,195,1,108,28/05/2023,Week-22,Q2,2023,14926,0,2405,55,0,Swipe ,Fuel,288.6,0,4280,26844,2888.6,
716298633,Blue,430,0,118,28/05/2023,Week-22,Q2,2023,2086,1792,5774,84,0.859,Chip ,Fuel,519.66,0,4281,100545,6723.66,
716299608,Blue,460,1,76,28/05/2023,Week-22,Q2,2023,1508,0,1990,31,0,Swipe ,Grocery,557.2,0,4282,19760,3007.2,
716302383,Blue,485,1,90,28/05/2023,Week-22,Q2,2023,14241,2081,1581,44,0.146,Swipe ,Bills,332.01,0,4283,14975,2398.01,
716303583,Blue,410,1,119,28/05/2023,Week-22,Q2,2023,2712,1617,4858,73,0.596,Chip ,Fuel,340.06,0,4284,81693,5608.06,
716304483,Blue,110,0,156,28/05/2023,Week-22,Q2,2023,3413,2372,5029,86,0.695,Swipe ,Fuel,452.61,0,4285,90696,5591.61,
716306583,Blue,100,1,93,28/05/2023,Week-22,Q2,2023,3812,2517,2325,45,0.66,Swipe ,Grocery,581.25,0,4286,25676,3006.25,
716307558,Blue,250,1,110,28/05/2023,Week-22,Q2,2023,2897,1506,2214,46,0.52,Chip ,Fuel,597.78,0,4287,23622,3061.78,
716308683,Blue,415,1,155,28/05/2023,Week-22,Q2,2023,6524,1993,4267,66,0.305,Chip ,Bills,810.73,0,4288,55769,5492.73,
716310633,Blue,470,1,115,28/05/2023,Week-22,Q2,2023,2759,2481,5037,84,0.899,Swipe ,Entertainment,1108.14,0,4289,90922,6615.14,
716311683,Blue,375,1,87,04/06/2023,Week-23,Q2,2023,32733,1448,3452,54,0.044,Swipe ,Grocery,1001.08,0,4290,37551,4828.08,
716313858,Blue,300,0,92,04/06/2023,Week-23,Q2,2023,3319,913,4560,84,0.275,Online ,Food,410.4,0,4291,68735,5270.4,
716315508,Blue,250,0,113,04/06/2023,Week-23,Q2,2023,3233,2517,1339,32,0.779,Online ,Food,174.07,0,4292,12150,1763.07,
716317458,Blue,350,0,91,04/06/2023,Week-23,Q2,2023,4281,0,1723,44,0,Chip ,Grocery,482.44,0,4293,14975,2555.44,
716319258,Blue,470,0,146,04/06/2023,Week-23,Q2,2023,34516,1742,7360,82,0.05,Swipe ,Entertainment,1692.8,0,4294,103132,9522.8,
716321583,Blue,140,0,148,04/06/2023,Week-23,Q2,2023,12740,1173,3441,55,0.092,Swipe ,Bills,825.84,0,4295,37400,4406.84,
716322783,Blue,175,1,120,04/06/2023,Week-23,Q2,2023,2154,1628,4538,74,0.756,Swipe ,Entertainment,1089.12,0,4296,67739,5802.12,
716323683,Blue,320,0,83,04/06/2023,Week-23,Q2,2023,32791,1607,13177,106,0.049,Swipe ,Fuel,790.62,0,4297,126499,14287.62,
716324583,Blue,200,0,77,04/06/2023,Week-23,Q2,2023,2875,1892,4577,81,0.658,Swipe ,Grocery,1235.79,0,4298,69325,6012.79,
716328558,Blue,300,1,87,04/06/2023,Week-23,Q2,2023,11434,0,4520,83,0,Swipe ,Entertainment,994.4,0,4299,66729,5814.4,
716329383,Blue,475,0,117,04/06/2023,Week-23,Q2,2023,3138,986,4724,56,0.314,Swipe ,Grocery,944.8,0,4300,75415,6143.8,
716331408,Blue,300,1,72,04/06/2023,Week-23,Q2,2023,2143,0,1353,36,0,Swipe ,Bills,324.72,0,4301,12325,1977.72,
716332533,Blue,450,0,91,04/06/2023,Week-23,Q2,2023,3509,1819,4712,84,0.518,Swipe ,Grocery,659.68,0,4302,74996,5821.68,
716333283,Blue,325,0,106,04/06/2023,Week-23,Q2,2023,1869,1255,5269,80,0.671,Swipe ,Entertainment,1106.49,0,4303,97141,6700.49,
716334258,Blue,350,1,74,04/06/2023,Week-23,Q2,2023,5238,1365,1834,43,0.261,Swipe ,Entertainment,201.74,0,4304,16656,2385.74,
716335983,Blue,350,0,93,04/06/2023,Week-23,Q2,2023,6713,1590,7946,85,0.237,Swipe ,Fuel,1589.2,0,4305,109309,9885.2,
716340783,Blue,300,1,74,04/06/2023,Week-23,Q2,2023,21526,1320,14441,105,0.061,Swipe ,Food,1588.51,0,4306,168820,16329.51,
716341833,Blue,270,0,116,04/06/2023,Week-23,Q2,2023,4646,1730,1774,37,0.372,Swipe ,Bills,496.72,0,4307,15549,2540.72,
716343408,Blue,270,1,60,04/06/2023,Week-23,Q2,2023,8475,1385,1381,40,0.163,Swipe ,Fuel,303.82,0,4308,12905,1954.82,
716345283,Blue,350,1,77,04/06/2023,Week-23,Q2,2023,4712,1920,4277,66,0.407,Chip ,Fuel,727.09,0,4309,56192,5354.09,
716346183,Blue,200,1,87,04/06/2023,Week-23,Q2,2023,9051,1557,4169,72,0.172,Chip ,Bills,1042.25,0,4310,52396,5411.25,
716349183,Blue,250,0,131,04/06/2023,Week-23,Q2,2023,4784,0,2160,54,0,Swipe ,Entertainment,540,0,4311,22708,2950,
716350008,Blue,100,1,91,04/06/2023,Week-23,Q2,2023,2937,1633,8235,102,0.556,Swipe ,Bills,2141.1,0,4312,112356,10476.1,
716351208,Blue,410,0,160,04/06/2023,Week-23,Q2,2023,4095,2517,4175,77,0.615,Swipe ,Bills,876.75,0,4313,52624,5461.75,
716352033,Blue,420,1,74,04/06/2023,Week-23,Q2,2023,2796,1035,4869,78,0.37,Chip ,Food,1168.56,0,4314,82388,6457.56,
716353083,Blue,245,0,99,04/06/2023,Week-23,Q2,2023,6733,1028,4444,72,0.153,Swipe ,Grocery,488.84,0,4315,62821,5177.84,
716354883,Blue,300,1,92,04/06/2023,Week-23,Q2,2023,9076,0,3048,53,0,Swipe ,Food,883.92,0,4316,34383,4231.92,
716355783,Blue,280,1,105,04/06/2023,Week-23,Q2,2023,13080,0,1999,44,0,Swipe ,Bills,239.88,0,4317,19942,2518.88,
716357058,Blue,420,1,86,04/06/2023,Week-23,Q2,2023,2611,787,2955,56,0.301,Chip ,Grocery,679.65,0,4318,33793,4054.65,
716358033,Blue,390,1,99,04/06/2023,Week-23,Q2,2023,6189,0,5004,65,0,Swipe ,Fuel,750.6,0,4319,89687,6144.6,
716362008,Blue,430,1,78,04/06/2023,Week-23,Q2,2023,1808,1009,1744,35,0.558,Swipe ,Food,453.44,0,4320,14975,2627.44,
716363658,Blue,375,1,162,04/06/2023,Week-23,Q2,2023,25873,582,3920,84,0.022,Swipe ,Entertainment,1019.2,0,4321,45296,5314.2,
716364408,Blue,125,0,119,04/06/2023,Week-23,Q2,2023,1438.3,0,4155,62,0,Chip ,Entertainment,955.65,0,4322,52016,5235.65,
716365233,Blue,375,1,106,04/06/2023,Week-23,Q2,2023,1665,964,4881,75,0.579,Swipe ,Bills,390.48,0,4323,82992,5646.48,
716366208,Blue,395,0,96,04/06/2023,Week-23,Q2,2023,8103,0,5221,82,0,Swipe ,Entertainment,1514.09,0,4324,96196,7130.09,
716368008,Blue,405,1,118,04/06/2023,Week-23,Q2,2023,3137,959,2925,41,0.306,Swipe ,Fuel,263.25,0,4325,33598,3593.25,
716369208,Blue,125,1,73,04/06/2023,Week-23,Q2,2023,2420,1223,4954,82,0.505,Swipe ,Grocery,346.78,0,4326,87127,5425.78,
716370258,Blue,220,1,81,04/06/2023,Week-23,Q2,2023,2188,1067,4537,66,0.488,Swipe ,Food,635.18,0,4327,67658,5392.18,
716371308,Blue,110,0,95,04/06/2023,Week-23,Q2,2023,4947,0,4497,84,0,Swipe ,Entertainment,404.73,0,4328,65369,5011.73,
716372358,Blue,225,0,85,04/06/2023,Week-23,Q2,2023,6765,0,14133,124,0,Swipe ,Entertainment,4098.57,0,4329,152284,18456.57,
716373483,Blue,190,0,98,04/06/2023,Week-23,Q2,2023,2860,2517,1544,45,0.88,Swipe ,Bills,277.92,0,4330,14975,2011.92,
716374308,Blue,400,1,108,04/06/2023,Week-23,Q2,2023,3477,1875,1897,50,0.539,Swipe ,Food,417.34,0,4331,18031,2714.34,
716375883,Blue,175,0,120,04/06/2023,Week-23,Q2,2023,2447,1558,1716,38,0.637,Online ,Bills,102.96,0,4332,14975,1993.96,
716378658,Blue,245,1,162,04/06/2023,Week-23,Q2,2023,2629,1476,1725,41,0.561,Swipe ,Bills,224.25,0,4333,14975,2194.25,
716380683,Blue,365,0,83,04/06/2023,Week-23,Q2,2023,3880,1542,1598,39,0.397,Swipe ,Entertainment,239.7,0,4334,14975,2202.7,
716381808,Blue,370,0,94,04/06/2023,Week-23,Q2,2023,8406,0,3820,75,0,Swipe ,Bills,764,1,4335,42819,4954,
716382708,Blue,245,1,84,04/06/2023,Week-23,Q2,2023,8309,858,1165,35,0.103,Swipe ,Entertainment,81.55,1,4336,8250,1491.55,
716383683,Blue,275,0,92,04/06/2023,Week-23,Q2,2023,1438.3,0,1338,28,0,Swipe ,Entertainment,173.94,1,4337,12130,1786.94,
716385033,Blue,320,0,61,04/06/2023,Week-23,Q2,2023,4408,1201,4157,71,0.272,Chip ,Food,374.13,0,4338,52093,4851.13,
716385858,Blue,405,1,143,04/06/2023,Week-23,Q2,2023,2205,1245,4921,90,0.565,Chip ,Food,344.47,0,4339,85685,5670.47,
716387733,Blue,125,1,76,04/06/2023,Week-23,Q2,2023,5662,1484,1693,25,0.262,Swipe ,Bills,440.18,0,4340,14975,2258.18,
716389833,Blue,430,1,120,04/06/2023,Week-23,Q2,2023,2319,1026,4099,74,0.442,Chip ,Fuel,286.93,0,4341,50267,4815.93,
716390958,Blue,355,1,92,04/06/2023,Week-23,Q2,2023,26107,0,1697,47,0,Chip ,Bills,356.37,0,4342,14975,2408.37,
716393958,Blue,125,1,109,04/06/2023,Week-23,Q2,2023,28262,1483,3855,66,0.052,Swipe ,Fuel,809.55,0,4343,43676,4789.55,
716396358,Blue,400,1,108,04/06/2023,Week-23,Q2,2023,3085,1910,1531,35,0.619,Online ,Travel,168.41,0,4344,14975,2099.41,
716399583,Blue,100,0,106,04/06/2023,Week-23,Q2,2023,19630,1251,2286,39,0.064,Swipe ,Bills,434.34,0,4345,24924,2820.34,
716400633,Blue,395,0,54,04/06/2023,Week-23,Q2,2023,5156,1427,2057,54,0.277,Swipe ,Grocery,514.25,0,4346,20859,2966.25,
716402508,Blue,285,1,131,04/06/2023,Week-23,Q2,2023,2705,1681,4265,87,0.621,Chip ,Fuel,682.4,0,4347,55757,5232.4,
716403633,Blue,150,1,79,04/06/2023,Week-23,Q2,2023,3426,1650,4467,69,0.482,Chip ,Grocery,893.4,0,4348,63989,5510.4,
716404383,Blue,450,1,115,04/06/2023,Week-23,Q2,2023,18799,2517,2315,52,0.134,Swipe ,Bills,162.05,0,4349,25533,2927.05,
716406483,Blue,475,0,76,04/06/2023,Week-23,Q2,2023,23760,1349,13124,103,0.057,Online ,Bills,1706.12,0,4350,125165,15305.12,
716408058,Blue,125,0,88,04/06/2023,Week-23,Q2,2023,2500,1298,3673,72,0.519,Chip ,Grocery,844.79,0,4351,40199,4642.79,
716411358,Blue,125,0,79,04/06/2023,Week-23,Q2,2023,2652,0,4676,78,0,Swipe ,Grocery,280.56,0,4352,73777,5081.56,
716414958,Blue,200,0,86,04/06/2023,Week-23,Q2,2023,2366,1927,3659,66,0.814,Swipe ,Fuel,439.08,0,4353,39968,4298.08,
716420358,Blue,300,0,68,04/06/2023,Week-23,Q2,2023,2602,1490,3151,78,0.573,Swipe ,Bills,472.65,0,4354,35127,3923.65,
716421633,Blue,405,1,80,04/06/2023,Week-23,Q2,2023,3523,0,3174,44,0,Chip ,Bills,349.14,0,4355,35311,3928.14,
716425833,Blue,250,1,86,04/06/2023,Week-23,Q2,2023,34516,1229,1797,35,0.036,Swipe ,Fuel,215.64,0,4356,15999,2262.64,
716430933,Platinum,420,0,75,04/06/2023,Week-23,Q2,2023,3973,0,13740,131,0,Swipe ,Bills,2198.4,0,4357,139445,16358.4,
716431833,Blue,150,0,162,04/06/2023,Week-23,Q2,2023,11209,1165,4614,96,0.104,Swipe ,Grocery,1338.06,0,4358,71027,6102.06,
716432658,Blue,270,0,83,04/06/2023,Week-23,Q2,2023,1438.3,0,4490,65,0,Swipe ,Fuel,808.2,0,4359,64991,5568.2,
716434533,Blue,245,1,89,04/06/2023,Week-23,Q2,2023,29149,0,2106,56,0,Chip ,Fuel,610.74,0,4360,21575,2961.74,
716436483,Blue,475,1,77,04/06/2023,Week-23,Q2,2023,6245,0,2521,50,0,Swipe ,Fuel,252.1,0,4361,29117,3248.1,
716437533,Blue,175,0,79,04/06/2023,Week-23,Q2,2023,11862,0,4101,88,0,Chip ,Grocery,1148.28,0,4362,50333,5424.28,
716438433,Blue,270,0,115,04/06/2023,Week-23,Q2,2023,10130,1449,4002,66,0.143,Swipe ,Grocery,520.26,0,4363,47275,4792.26,
716439258,Blue,150,1,76,04/06/2023,Week-23,Q2,2023,3223,1413,13648,103,0.438,Swipe ,Food,3139.04,0,4364,136157,16937.04,
716441058,Silver,300,1,76,04/06/2023,Week-23,Q2,2023,14416,0,13820,99,0,Swipe ,Grocery,3869.6,0,4365,144029,17989.6,
716442333,Blue,250,1,125,04/06/2023,Week-23,Q2,2023,2275,1468,4977,88,0.645,Chip ,Fuel,597.24,0,4366,88369,5824.24,
716443608,Blue,95,1,115,04/06/2023,Week-23,Q2,2023,7199,1235,4050,78,0.172,Swipe ,Bills,688.5,0,4367,48752,4833.5,
716444733,Blue,150,0,91,04/06/2023,Week-23,Q2,2023,1438.3,0,4271,79,0,Online ,Entertainment,256.26,0,4368,55975,4677.26,
716445783,Blue,375,1,119,04/06/2023,Week-23,Q2,2023,22718,0,1191,37,0,Swipe ,Bills,321.57,0,4369,8250,1887.57,
716447733,Blue,440,1,51,04/06/2023,Week-23,Q2,2023,6407,963,1921,43,0.15,Swipe ,Fuel,326.57,0,4370,18523,2687.57,
716448783,Blue,200,0,119,04/06/2023,Week-23,Q2,2023,6235,0,1225,34,0,Swipe ,Travel,269.5,0,4371,10341,1694.5,
716451183,Blue,250,1,151,04/06/2023,Week-23,Q2,2023,5556,1711,1706,21,0.308,Swipe ,Bills,426.5,0,4372,14975,2382.5,
716452083,Blue,340,1,79,04/06/2023,Week-23,Q2,2023,4271,1150,2052,50,0.269,Swipe ,Bills,595.08,0,4373,20768,2987.08,
716452908,Blue,290,1,102,04/06/2023,Week-23,Q2,2023,9239,1421,2246,44,0.154,Swipe ,Grocery,516.58,0,4374,24131,3052.58,
716453883,Blue,250,1,112,04/06/2023,Week-23,Q2,2023,3889,1839,4423,63,0.473,Chip ,Entertainment,884.6,0,4375,61754,5557.6,
716454858,Blue,435,1,110,04/06/2023,Week-23,Q2,2023,4014,2266,14257,94,0.565,Swipe ,Travel,1710.84,0,4376,158373,16402.84,
716455683,Silver,245,0,103,04/06/2023,Week-23,Q2,2023,15534,726,1279,28,0.047,Swipe ,Travel,179.06,0,4377,11173,1703.06,
716456808,Blue,140,1,40,04/06/2023,Week-23,Q2,2023,8087,1263,2429,69,0.156,Swipe ,Fuel,194.32,0,4378,27361,2763.32,
716457783,Silver,435,1,108,04/06/2023,Week-23,Q2,2023,12633,1661,14378,98,0.131,Chip ,Food,2300.48,0,4379,166210,17113.48,
716458983,Blue,455,1,40,04/06/2023,Week-23,Q2,2023,3281,837,1424,29,0.255,Swipe ,Fuel,156.64,0,4380,13710,2035.64,
716460933,Blue,245,0,91,04/06/2023,Week-23,Q2,2023,10306,1427,1456,44,0.138,Swipe ,Bills,189.28,0,4381,14489,1890.28,
716461683,Silver,290,0,107,04/06/2023,Week-23,Q2,2023,11884,1339,4134,72,0.113,Swipe ,Fuel,413.4,0,4382,51247,4837.4,
716462658,Blue,285,0,106,04/06/2023,Week-23,Q2,2023,18037,0,1387,36,0,Swipe ,Entertainment,208.05,0,4383,13016,1880.05,
716464533,Blue,455,0,99,04/06/2023,Week-23,Q2,2023,9550,2517,13783,116,0.264,Online ,Travel,1240.47,0,4384,141093,15478.47,
716466483,Blue,150,0,114,04/06/2023,Week-23,Q2,2023,2245,1342,4624,87,0.598,Swipe ,Grocery,1063.52,0,4385,71614,5837.52,
716468658,Blue,125,1,64,04/06/2023,Week-23,Q2,2023,3537,0,4101,80,0,Swipe ,Bills,738.18,0,4386,50327,4964.18,
716470683,Blue,405,1,119,04/06/2023,Week-23,Q2,2023,20631,2048,4827,77,0.099,Chip ,Travel,579.24,0,4387,79825,5811.24,
716471508,Blue,125,0,98,04/06/2023,Week-23,Q2,2023,19865,0,4350,83,0,Chip ,Entertainment,565.5,0,4388,58746,5040.5,
716474358,Blue,300,0,92,04/06/2023,Week-23,Q2,2023,1721,729,4853,74,0.424,Swipe ,Fuel,1407.37,0,4389,81332,6560.37,
716475183,Blue,445,0,46,04/06/2023,Week-23,Q2,2023,10290,753,4326,81,0.073,Online ,Fuel,475.86,0,4390,57850,5246.86,
716477133,Blue,175,1,98,04/06/2023,Week-23,Q2,2023,1438.3,838,3910,75,0.583,Swipe ,Entertainment,860.2,0,4391,44987,4945.2,
716479233,Blue,175,0,66,04/06/2023,Week-23,Q2,2023,13258,1721,1080,21,0.13,Swipe ,Bills,194.4,0,4392,5525,1449.4,
716480358,Blue,450,1,75,04/06/2023,Week-23,Q2,2023,11121,1296,13814,81,0.117,Online ,Food,2348.38,0,4393,143089,16612.38,
716481408,Blue,450,1,115,04/06/2023,Week-23,Q2,2023,1461,0,4769,76,0,Swipe ,Bills,763.04,0,4394,77476,5982.04,
716482533,Blue,275,0,110,04/06/2023,Week-23,Q2,2023,3329,0,14893,98,0,Online ,Travel,2680.74,0,4395,188699,17848.74,
716483358,Blue,485,1,112,04/06/2023,Week-23,Q2,2023,6125,1329,5481,68,0.217,Chip ,Fuel,876.96,0,4396,99774,6842.96,
716484333,Blue,125,0,90,04/06/2023,Week-23,Q2,2023,1696,1177,4410,84,0.694,Swipe ,Entertainment,926.1,0,4397,60946,5461.1,
716485308,Blue,245,1,120,04/06/2023,Week-23,Q2,2023,1780,1541,5008,93,0.866,Swipe ,Grocery,751.2,0,4398,89793,6004.2,
716486508,Blue,380,1,87,04/06/2023,Week-23,Q2,2023,3399,0,5529,78,0,Swipe ,Bills,1382.25,0,4399,99963,7291.25,
716487408,Blue,245,1,40,04/06/2023,Week-23,Q2,2023,3235,2517,1637,43,0.778,Swipe ,Bills,441.99,0,4400,14975,2323.99,
716492583,Blue,125,1,48,04/06/2023,Week-23,Q2,2023,2388,1708,4539,89,0.715,Chip ,Bills,953.19,0,4401,67787,5617.19,
716493408,Blue,125,1,48,04/06/2023,Week-23,Q2,2023,15875,1719,1592,37,0.108,Swipe ,Bills,286.56,0,4402,14975,2003.56,
716494383,Blue,470,0,118,04/06/2023,Week-23,Q2,2023,3585,931,4399,78,0.26,Chip ,Food,395.91,0,4403,60303,5264.91,
716497908,Blue,335,1,128,04/06/2023,Week-23,Q2,2023,8519,0,3698,65,0,Online ,Grocery,221.88,0,4404,40630,4254.88,
716498883,Blue,455,0,79,04/06/2023,Week-23,Q2,2023,22067,685,3577,64,0.031,Swipe ,Fuel,965.79,0,4405,39022,4997.79,
716501133,Blue,320,1,66,04/06/2023,Week-23,Q2,2023,2051,1154,3912,79,0.563,Swipe ,Food,899.76,0,4406,45136,5131.76,
716506083,Blue,220,1,78,04/06/2023,Week-23,Q2,2023,5409,0,10291,60,0,Chip ,Travel,2264.02,0,4407,119374,12775.02,
716510658,Blue,175,1,71,04/06/2023,Week-23,Q2,2023,2595,2353,2526,41,0.907,Swipe ,Fuel,656.76,0,4408,29164,3357.76,
716511483,Blue,485,1,101,04/06/2023,Week-23,Q2,2023,4752,1400,3404,54,0.295,Swipe ,Entertainment,816.96,0,4409,37037,4705.96,
716512383,Blue,335,0,104,04/06/2023,Week-23,Q2,2023,2816,2517,4817,87,0.894,Swipe ,Food,1107.91,0,4410,79593,6259.91,
716513358,Blue,125,0,49,04/06/2023,Week-23,Q2,2023,2069,1802,4402,91,0.871,Chip ,Entertainment,1100.5,0,4411,60640,5627.5,
716516208,Blue,125,1,88,04/06/2023,Week-23,Q2,2023,1438.3,0,3748,64,0,Swipe ,Fuel,787.08,0,4412,41414,4660.08,
716520033,Blue,150,0,105,04/06/2023,Week-23,Q2,2023,1981,1448,4639,61,0.731,Chip ,Fuel,1020.58,0,4413,72204,5809.58,
716522583,Blue,490,0,108,04/06/2023,Week-23,Q2,2023,2335,1845,1362,33,0.79,Swipe ,Bills,177.06,0,4414,12491,2029.06,
716529258,Blue,425,1,76,04/06/2023,Week-23,Q2,2023,31864,0,1591,35,0,Swipe ,Grocery,111.37,0,4415,14975,2127.37,
716530533,Blue,415,1,106,04/06/2023,Week-23,Q2,2023,2573,1640,4094,77,0.637,Chip ,Entertainment,1064.44,0,4416,50082,5573.44,
716532258,Blue,150,1,43,04/06/2023,Week-23,Q2,2023,2827,1308,3291,55,0.463,Swipe ,Bills,691.11,0,4417,36050,4132.11,
716535408,Blue,395,0,110,04/06/2023,Week-23,Q2,2023,12219,1462,3843,69,0.12,Swipe ,Bills,1114.47,0,4418,43495,5352.47,
716537433,Blue,245,1,108,04/06/2023,Week-23,Q2,2023,2428,2005,5170,68,0.826,Swipe ,Entertainment,723.8,0,4419,95097,6138.8,
716543433,Blue,375,1,69,04/06/2023,Week-23,Q2,2023,9959,1049,15195,99,0.105,Swipe ,Grocery,1975.35,0,4420,205529,17545.35,
716545383,Blue,125,0,90,04/06/2023,Week-23,Q2,2023,9599,1554,1154,38,0.162,Swipe ,Bills,311.58,0,4421,7865,1590.58,
716546283,Blue,495,1,108,04/06/2023,Week-23,Q2,2023,13049,943,3944,72,0.072,Swipe ,Entertainment,354.96,0,4422,45802,4793.96,
716548083,Blue,150,0,95,04/06/2023,Week-23,Q2,2023,2973,2360,2593,57,0.794,Swipe ,Bills,440.81,0,4423,30373,3183.81,
716549058,Blue,140,0,59,04/06/2023,Week-23,Q2,2023,3111,2290,1998,41,0.736,Swipe ,Bills,259.74,0,4424,19881,2397.74,
716551533,Blue,425,0,108,04/06/2023,Week-23,Q2,2023,2874,2201,4779,86,0.766,Swipe ,Bills,1051.38,0,4425,78047,6255.38,
716552433,Blue,200,0,75,04/06/2023,Week-23,Q2,2023,5056,1067,15926,117,0.211,Chip ,Travel,2070.38,0,4426,226745,18196.38,
716556258,Blue,375,1,90,04/06/2023,Week-23,Q2,2023,9966,0,4401,60,0,Chip ,Fuel,792.18,0,4427,60450,5568.18,
716558283,Blue,200,0,92,04/06/2023,Week-23,Q2,2023,1621,1046,5247,84,0.645,Swipe ,Entertainment,524.7,0,4428,96948,5971.7,
716559108,Blue,285,0,102,04/06/2023,Week-23,Q2,2023,2899,2418,4296,68,0.834,Chip ,Food,902.16,0,4429,56736,5483.16,
716564433,Blue,175,0,119,04/06/2023,Week-23,Q2,2023,4287,0,1635,41,0,Online ,Fuel,212.55,0,4430,14975,2022.55,
